date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:16:13	591/591	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-24f%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/dj.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/dj.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:14	585/585	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-249%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/dj.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/dj.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:14	239/239	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-ef%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/dk.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/dk.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:14	235/235	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-eb%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/dk.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/dk.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:14	15975/15975	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-3e67%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/dm.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/dm.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:15	16457/16457	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-4049%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/dm.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/dm.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:16	391369/391369	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-5f8c9%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/do.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/do.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:16	294/294	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-126%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/dz.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/dz.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:17	305/305	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-131%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/dz.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/dz.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:17	29320/29320	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-7288%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/ec.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/ec.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:17	29875/29875	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-74b3%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/ec.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/ec.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:18	321/321	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-141%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/ee.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/ee.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:18	352/352	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-160%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/ee.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/ee.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:18	9899/9899	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-26ab%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/eg.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/eg.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:18	9913/9913	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-26b9%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/eg.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/eg.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:19	873/873	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-369%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/eh.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/eh.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:19	817/817	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-331%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/eh.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/eh.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:19	3187/3187	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-c73%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/er.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/er.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:20	3371/3371	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-d2b%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/er.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/er.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:20	90819/90819	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-162c3%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/es.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/es.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:21	92546/92546	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-16982%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/es.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/es.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:21	393849/393849	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-60279%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/do.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/do.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:21	1233/1233	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-4d1%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/et.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/et.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:21	1226/1226	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-4ca%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/et.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/et.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:21	237/237	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-ed%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/fi.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/fi.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:21	240/240	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-f0%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/fi.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/fi.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:22	27237/27237	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-6a65%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/fj.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/fj.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:22	27518/27518	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-6b7e%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/fj.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/fj.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:22	31973/31973	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-7ce5%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/fk.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/fk.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:23	31798/31798	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-7c36%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/fk.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/fk.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:23	776/776	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-308%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/fm.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/fm.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:23	759/759	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-2f7%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/fm.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/fm.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:23	570/570	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-23a%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/fo.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/fo.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:24	534/534	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-216%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/fo.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/fo.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:24	292/292	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-124%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/fr.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/fr.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:24	292/292	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-124%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/fr.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/fr.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:24	274/274	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-112%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/ga.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/ga.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:25	278/278	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-116%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/ga.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/ga.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:25	538/538	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-21a%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gb.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gb.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:25	541/541	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-21d%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gb.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gb.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:25	1681/1681	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-691%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gd.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gd.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:26	1828/1828	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-724%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gd.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gd.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:26	1397/1397	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-575%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/ge.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/ge.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:26	1541/1541	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-605%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/ge.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/ge.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:27	292/292	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-124%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gf.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gf.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:27	292/292	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-124%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gf.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gf.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:27	595/595	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-253%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gg.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gg.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:27	625/625	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-271%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gg.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gg.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:28	281/281	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-119%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gh.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gh.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:28	296/296	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-128%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gh.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gh.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:28	2938/2938	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-b7a%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gi.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gi.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:28	2930/2930	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-b72%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gi.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gi.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:29	223/223	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-df%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gl.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gl.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:29	237/237	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-ed%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gl.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gl.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:29	546/546	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-222%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gm.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gm.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:29	382/382	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-17e%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gm.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gm.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:30	295/295	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-127%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gn.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gn.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:30	295/295	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-127%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gn.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gn.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:30	292/292	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-124%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gp.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gp.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:30	292/292	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-124%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gp.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/1x1/gp.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
16:16:31	5182/5182	---M--	200	added ('OK')	image/svg+xml	etag:%2264d33f25-143e%22	https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gq.svg	D:/Themeforest%20Files/HTTrack%20Websites/Vuexy/Vuexy/demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flags/4x3/gq.svg	(from https://demos.pixinvent.com/vuexy-html-admin-template/assets/vendor/fonts/flag-icons.css)
